Location Name,Location Type,Project,Location ID,Site,Hole,SiteHole,Original ID,Hole ID,Platform,Date,Water Depth (m),Country,State_Province,County_Region,PI,Lat,Long,Elevation,Position,Storage Location Working,Storage Location Archive,Sample Type,Comment,mblf T,mblf B,Metadata Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Lake,lake,MIVS,BIG,1,A,1A,MIVS-BL99-1,MIVS-BIG99-1A,KKR II,19990710,27.0,USA,Michigan,Osceola,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",43.86667,-85.19583,327,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Lake,lake,MIVS,BIG,1,B,1B,MIVS-BL99-1,MIVS-BIG99-1B,KKR II,19990710,27.0,USA,Michigan,Osceola,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",43.86667,-85.19583,327,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Lake,lake,MIVS,BIG,2,A,2A,MIVS-BL99-1,MIVS-BIG99-2A,KKR II,19990710,26.0,USA,Michigan,Osceola,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",43.86667,-85.19583,327,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Indian Lake,lake,43,161,1,A,1A,,43-161xx-1A,unknown,,0.5,USA,Michigan,Dickenson,"Margaret Davis, Kerry Woods",45.91574,-87.84563,312,approximate (location/coordinates identified on a map),LacCore_Bell,LacCore_Bell,core,,0,10.9,"Bell, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Lake,lake,MIVS,BLL,1,A,1A,MIVS-BLL01-1,MIVS-BLL01-1A,KKR II,20011231,,USA,Michigan,Kalkaska,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",44.80533,-84.89432,368,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,old geotek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brampton Lake,lake,43,162,1,A,1A,A19539,43-162xx-1A,unknown,,1.5,USA,Michigan,Delta,"Margaret Davis, Kerry Woods",45.93270,-87.03010,215,approximate (location/coordinates identified on a map),LacCore_Bell,LacCore_Bell,core,,0,1.05,"Bell, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandt's Lake,lake,43,163,1,A,1A,,43-163xx-1A,unknown,,1.0,USA,Michigan,Menominee,"Margaret Davis, Kerry Woods",45.63550,-87.76750,259,approximate (location/coordinates identified on a map),LacCore_Bell,LacCore_Bell,core,,0,7,"Bell, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canyon Lake,lake,43,196,1,A,1A,5732,43-196xx-1A,unknown,,21.9,USA,Michigan,Marquette,"Margaret Davis, Kerry Woods",46.833667,-87.92204,257,approximate (location/coordinates identified on a map),LacCore_Bell,LacCore_Bell,core,,0,7.5,"Bell, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culhane Lake,lake,UP,CUL,1,A,1A,,UP-CUL05-1A,unknown,20051231,,USA,Michigan,Luce,Shiyong Yu,46.69424,-85.35547,191,exact (read from GPS),LacCore_MRPH,LacCore_MRPH,core,,0,17,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derby Lake,lake,MIVS,DL,1,A,1A,MIVS-DL01-1,MIVS-DL01-1A,KKR II,20011231,,USA,Michigan,Montcalm,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",43.27383,-85.13033,268,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derby Lake,lake,MIVS,DL,2,A,2A,MIVS-DL01-2,MIVS-DL01-2A,KKR II,20011231,,USA,Michigan,Montcalm,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",43.27383,-85.13033,268,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derby Lake,lake,MIVS,DL,2,B,2B,MIVS-DL01-3,MIVS-DL01-2B,KKR II,20011231,,USA,Michigan,Montcalm,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",43.27383,-85.13033,268,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derby Lake,lake,MIVS,DL,1,A,1A,MIVS-DL99-1,MIVS-DL99-1A,KKR II,19990711,27.0,USA,Michigan,Montcalm,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",43.27383,-85.13033,268,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derby Lake,lake,MIVS,DL,2,A,2A,MIVS-DL99-2,MIVS-DL99-2A,KKR II,19990711,,USA,Michigan,Montcalm,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",43.27383,-85.13033,268,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derby Lake,lake,MIVS,DL,2,B,2B,MIVS-DL99-3,MIVS-DL99-2B,KKR II,19990711,,USA,Michigan,Montcalm,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",43.27383,-85.13033,268,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmons Lake,lake,SHANE,158,1,A,1A,,SHANE-15894-1A,unknown,19940722,4.2,USA,Michigan,Kent,Linda Shane,42.79390,-85.51330,233,general (location within lake/site unknown or not digitized),LacCore_Bell,LacCore_Bell,core,,0,6.86,Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmons Lake,lake,SHANE,158,1,B,1B,,SHANE-15894-1B,unknown,19940722,4.2,USA,Michigan,Kent,Linda Shane,42.79390,-85.51330,233,general (location within lake/site unknown or not digitized),LacCore_Bell,LacCore_Bell,core,,3.55,6,Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gull Lake,lake,MIVS,GUL,1,A,1A,MIVS-GLNB-1,MIVS-GUL99-1A,KKR II,19990630,33.0,USA,Michigan,Kalamazoo,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",42.39750,-85.40883,268,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gull Lake,lake,MIVS,GUL,1,B,1B,MIVS-GLSB-1,MIVS-GUL99-1B,KKR II,19990630,33.0,USA,Michigan,Kalamazoo,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",42.39750,-85.40883,268,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gull Lake,lake,MIVS,GUL,2,A,2A,MIVS-GLSB-2,MIVS-GUL99-2A,KKR II,19990630,33.0,USA,Michigan,Kalamazoo,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",42.39750,-85.40883,268,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gull Lake,lake,MIVS,GUL,2,B,2B,MIVS-GLSB-2,MIVS-GUL99-2B,KKR II,19990630,33.0,USA,Michigan,Kalamazoo,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",42.39750,-85.40883,268,general (location within lake/site unknown or not digitized),LacCore_Bell,LacCore_Bell,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Half Moon Lake,lake,MIVS,HML,1,A,1A,MIVS-HML99-1,MIVS-HML99-1A,KKR II,19990626,28.0,USA,Michigan,Washtenaw,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",42.41850,-84.01200,270,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Half Moon Lake,lake,MIVS,HML,1,B,1B,MIVS-HML99-1,MIVS-HML99-1B,KKR II,19990626,28.0,USA,Michigan,Washtenaw,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",42.41850,-84.01200,270,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Half Moon Lake,lake,MIVS,HML,2,A,2A,MIVS-HML99-2,MIVS-HML99-2A,KKR II,19990626,23.0,USA,Michigan,Washtenaw,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",42.41850,-84.01200,270,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Half Moon Lake,lake,MIVS,HML,2,B,2B,MIVS-HML99-2,MIVS-HML99-2B,KKR II,19990626,23.0,USA,Michigan,Washtenaw,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",42.41850,-84.01200,270,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Half Moon Lake,lake,MIVS,HML,3,A,3A,MIVS-HML99-3,MIVS-HML99-3A,KKR II,19990626,23.0,USA,Michigan,Washtenaw,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",42.41850,-84.01200,270,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Lake,lake,MIVS,HL,1,A,1A,MIVS-HL99-1,MIVS-HL99-1A,KKR II,19990626,37.0,USA,Michigan,Otsego,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",44.89167,-84.69100,382,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Lake,lake,MIVS,HL,2,A,2A,MIVS-HL99-2,MIVS-HL99-2A,KKR II,19990704,,USA,Michigan,Otsego,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",44.89167,-84.69100,382,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Lake,lake,MIVS,HL,2,B,2B,MIVS-HL99-2,MIVS-HL99-2B,KKR II,19990704,,USA,Michigan,Otsego,"Doug Schnurrenberger, James Russell, Chad Wittkop, Jane Teranes, Kerry Kelts",44.89167,-84.69100,382,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,"PI, old geotek, NGDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoglund Lake,lake,43,165,1,A,1A,,43-165xx-1A,unknown,,0.9,USA,Michigan,Menominee,"Margaret Davis, Kerry Woods",45.48160,-87.48790,218,approximate (location/coordinates identified on a map),LacCore_Bell,LacCore_Bell,core,,0,3.39,"Bell, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hughes Lake,lake,43,166,1,A,1A,,43-166xx-1A,unknown,,,USA,Michigan,Schoolcraft,"Margaret Davis, Kerry Woods",46.15720,-86.48060,226,approximate (location/coordinates identified on a map),LacCore_Bell,LacCore_Bell,core,,0,,"Bell, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay lake,lake,27,133,1,A,1A,1,27-13396-1A,unknown,19961231,6.8,USA,Michigan,Gogebic,Holly Ewing,46.234,-89.2817,544,general (location within lake/site unknown or not digitized),LacCore_Murphy,LacCore_Murphy,core,,0.22,2.25,"NGDC, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay lake,lake,27,133,3,A,3A,3,27-13396-3A,unknown,19961231,2.8,USA,Michigan,Gogebic,Holly Ewing,46.234,-89.2817,544,general (location within lake/site unknown or not digitized),LacCore_Murphy,LacCore_Murphy,core,,0,3.06,"NGDC, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay lake,lake,27,133,4,A,4A,4,27-13396-4A,unknown,19961231,10.5,USA,Michigan,Gogebic,Holly Ewing,46.234,-89.2817,544,general (location within lake/site unknown or not digitized),LacCore_Murphy,LacCore_Murphy,core,,0.37,2.77,"NGDC, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitchner Lake,lake,43,167,1,A,1A,,43-167xx-1A,unknown,,2.0,USA,Michigan,Menominee,"Margaret Davis, Kerry Woods",45.66670,-87.45490,237,approximate (location/coordinates identified on a map),LacCore_Bell,LacCore_Bell,core,,0,0.08,"Bell, Publication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
