Location Name,Location Type,Project,Location ID,Site,Hole,SiteHole,Original ID,Hole ID,Platform,Date,Water Depth (m),Country,State_Province,County_Region,PI,Lat,Long,Elevation,Position,Storage Location Working,Storage Location Archive,Sample Type,Comment,mblf T,mblf B,Metadata Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallowa Lake,lake,FISH,WOW07,2,B,2B,,FISH-WOW0707-2B,KKR II,20070613,40.4,USA,Oregon,Wallowa,"Bruce Finney, Mark Shapley",45.32004,-117.20942,1334,exact (read from GPS),University of Idaho,University of Idaho,core,,0,0.392,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallowa Lake,lake,FISH,WOW07,2,A,2A,,FISH-WOW0707-2A,KKR II,20070613,40.4,USA,Oregon,Wallowa,"Bruce Finney, Mark Shapley",45.31998,-117.20936,1334,exact (read from GPS),University of Idaho,University of Idaho,core,,0,1.235,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallowa Lake,lake,FISH,WOW07,1,E,1E,,FISH-WOW0707-1E,KKR II,20070613,84.7,USA,Oregon,Wallowa,"Bruce Finney, Mark Shapley",45.30429,-117.20765,1334,exact (read from GPS),University of Idaho,University of Idaho,core,,0,0.325,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woahink lake,lake,OCR,WOA,1,A,1A,WOA I,OCR-WOA10-1A,unknown,20100424,22.3,USA,Oregon,Eugene,Jennifer Kusler,43.909083,-124.102639,32,exact (read from GPS),University of Oregon,LacCore_MRPH,core,,0,7.81,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triangle Lake,lake,OCR,TRI,1,A,1A,TRI I,OCR-TRI10-1A,unknown,20100515,23.5,USA,Oregon,Douglas,Jennifer Kusler,44.171806,-123.572111,662,exact (read from GPS),University of Oregon,LacCore_MRPH,core,,0.18,8.24,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triangle Lake,lake,OCR,TRI,1,B,1B,TRI II,OCR-TRI10-1B,unknown,20100515,23.5,USA,Oregon,Douglas,Jennifer Kusler,44.171806,-123.572111,662,exact (read from GPS),University of Oregon,LacCore_MRPH,core,,0.5,8.24,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crater Lake,lake,FUM2,CRLA,50,A,50A,,FUM2-CRLA10-50A,Neuston,20100817,53.2,USA,Oregon,Klamath,Scott Girdner,42.92900849,-122.1498161,1880,exact (read from GPS),LacCore_CivE,LacCore_CivE,core,,0,0.15,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crater Lake,lake,FUM2,CRLA,60,A,60A,,FUM2-CRLA10-60A,Neuston,20100824,63.0,USA,Oregon,Klamath,Scott Girdner,42.93122105,-122.1482416,1880,exact (read from GPS),LacCore_CivE,LacCore_CivE,core,,0,0.41,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crater Lake,lake,FUM2,CRLA,70,A,70A,,FUM2-CRLA10-70A,Neuston,20100824,69.9,USA,Oregon,Klamath,Scott Girdner,42.9302847,-122.1482667,1880,exact (read from GPS),LacCore_CivE,LacCore_CivE,core,,0,0.15,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crater Lake,lake,FUM2,CRLA,80,A,80A,,FUM2-CRLA10-80A,Neuston,20100824,82.7,USA,Oregon,Klamath,Scott Girdner,42.92692215,-122.1502002,1880,exact (read from GPS),LacCore_CivE,LacCore_CivE,core,,0,0.715,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crater Lake,lake,FUM2,CRLA,90,A,90A,,FUM2-CRLA10-90A,Neuston,20100824,91.5,USA,Oregon,Klamath,Scott Girdner,42.92723897,-122.1467892,1880,exact (read from GPS),LacCore_CivE,LacCore_CivE,core,,0,0.48,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crater Lake,lake,FUM2,CRLA,100,A,100A,,FUM2-CRLA10-100A,Neuston,20100824,104.4,USA,Oregon,Klamath,Scott Girdner,42.92662702,-122.1504738,1880,exact (read from GPS),LacCore_CivE,LacCore_CivE,core,,0,0.44,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crater Lake,lake,FUM2,CRLA,100,B,100B,,FUM2-CRLA10-100B,Neuston,20100824,101.4,USA,Oregon,Klamath,Scott Girdner,42.92724733,-122.1467033,1880,exact (read from GPS),LacCore_CivE,LacCore_CivE,core,,0,0.15,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Lake,paleolake,JBR,FSL,1,A,1A,JRB 06-01,JBR-FSL06-1A,ground,20060517,0.0,USA,Oregon,Clay,Julie Retrum,43.33588333,-120.46115,1310,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,2.76,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Lake,paleolake,JBR,FSL,2,A,2A,JRB 06-09,JBR-FSL06-2A,ground,20060518,0.0,USA,Oregon,Clay,Julie Retrum,43.33593333,-120.4625667,1310,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,2.23,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Lake,paleolake,JBR,FSL,3,A,3A,JRB 06-13,JBR-FSL06-3A,ground,20060518,0.0,USA,Oregon,Clay,Julie Retrum,43.3319,-120.4902167,1310,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,2.94,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Lake,paleolake,JBR,FSL,4,A,4A,JRB 06-16,JBR-FSL06-4A,ground,20060520,0.0,USA,Oregon,Clay,Julie Retrum,43.32826667,-120.47805,1310,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,2,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Lake,paleolake,JBR,FSL,5,A,5A,JRB 06-20,JBR-FSL06-5A,ground,20060520,0.0,USA,Oregon,Clay,Julie Retrum,43.30128333,-120.4543833,1310,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,4.3,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dendi 2,lake,ETP,DEN,1,A,1A,DEN2-SC,ETP-DEN12-1A,raft,20120404,54.4,Ethiopia,Oromia,,Henry Lamb,8.835883333,38.01791667,2840,exact (read from GPS),University of Cologne,University of Cologne,core,,0,0.72,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dendi 2,lake,ETP,DEN,1,B,1B,DEN2-1,ETP-DEN12-1B,raft,20120404,54.4,Ethiopia,Oromia,,Henry Lamb,8.8359,38.01795,2840,exact (read from GPS),University of Cologne,University of Cologne,core,,0,2,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dendi 2,lake,ETP,DEN,1,C,1C,DEN2-2,ETP-DEN12-1C,raft,20120404,54.4,Ethiopia,Oromia,,Henry Lamb,8.835933333,38.01793333,2840,exact (read from GPS),University of Cologne,University of Cologne,core,,1.5,3.5,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dendi 2,lake,ETP,DEN,1,D,1D,DEN2-3,ETP-DEN12-1D,raft,20120404,54.4,Ethiopia,Oromia,,Henry Lamb,8.835916667,38.01798333,2840,exact (read from GPS),University of Cologne,University of Cologne,core,,2.5,4.5,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dendi 2,lake,ETP,DEN,1,E,1E,DEN2-4,ETP-DEN12-1E,raft,20120404,54.4,Ethiopia,Oromia,,Henry Lamb,8.835883333,38.01791667,2840,exact (read from GPS),University of Cologne,University of Cologne,core,,4,6,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dendi 2,lake,ETP,DEN,1,F,1F,DEN2-5,ETP-DEN12-1F,raft,20120404,54.4,Ethiopia,Oromia,,Henry Lamb,8.835866667,38.01798333,2840,exact (read from GPS),University of Cologne,University of Cologne,core,,5.5,7.5,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dendi 2,lake,ETP,DEN,1,G,1G,DEN2-6,ETP-DEN12-1G,raft,20120404,54.4,Ethiopia,Oromia,,Henry Lamb,8.835666667,38.0183,2840,exact (read from GPS),University of Cologne,University of Cologne,core,,6.5,8.5,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laguna Kollpa Kkota,lake,26,129,1,A,1A,C,26-129xx-1A,unknown,,,Bolivia,Oruro,,Geoff Seltzer,-17.58182,-67.33741,3860,general (location within lake/site unknown or not digitized),,,core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dingle Burn,lake,HFNZ,DI,1,A,1A,Dingle Burn X08/27,HFNZ-DI08-1A,unknown,20080303,1.80,New Zealand,Otago,,"Dave McWethy, Cathy Whitlock",-44.43914,169.38229,372,exact (read from GPS),Montana State University,Montana State University,core,,0.81,1.81,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke's Tarn,lake,HFNZ,DT,1,A,1A,Duke's Tarn X08/28,HFNZ-DT08-1A,unknown,20080305,3.20,New Zealand,Otago,,"Dave McWethy, Cathy Whitlock",-44.96418,168.49269,833,exact (read from GPS),Montana State University,Montana State University,core,,1.10,1.73,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Lake,lake,HFNZ2,HRSE,1,A,1A,Horseshoe Lake 2009,HFNZ2-HRSE09-1A,unknown,20090305,10.20,New Zealand,Otago,,"Dave McWethy, Cathy Whitlock",-42.59776,172.52154,449,exact (read from GPS),Montana State University,Montana State University,core,,0,1.16,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Diamond,lake,HFNZ2,DIA,1,A,1A,Lake Diamond 2009,HFNZ2-DIA09-1A,unknown,20090307,7.8,New Zealand,Otago,,"Dave McWethy, Cathy Whitlock",-44.64752,168.96363,390,exact (read from GPS),Montana State University,Montana State University,core,,0,1.64,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Johnson,lake,HFNZ2,JHNS,1,A,1A,Lake Johnson 2009,HFNZ2-JHNS09-1A,unknown,20090308,12,New Zealand,Otago,,"Dave McWethy, Cathy Whitlock",-45.00329,168.73218,387,exact (read from GPS),Montana State University,Montana State University,core,,0,1.55,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Kivu,lake,MANGO,KIVU,1,A,1A,,MANGO-KIVU12-1A,zodiacs,20120110,55,Rwanda,Ouest,,Bob Hecky,-2.10293,29.32631,1463,exact (read from GPS),LacCore_Mrph/LLO,LacCore_Mrph/LLO,core,,0,0.76,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Kivu,lake,MANGO,KIVU,2,A,2A,,MANGO-KIVU12-2A,zodiacs,20120110,131,Rwanda,Ouest,,Bob Hecky,-2.09275,29.32125,1463,exact (read from GPS),LacCore_Mrph/LLO,LacCore_Mrph/LLO,core,,0,0.625,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Kivu,lake,MANGO,KIVU,3,A,3A,,MANGO-KIVU12-3A,zodiacs,20120110,154,Rwanda,Ouest,,Bob Hecky,-2.08216,29.31761,1463,exact (read from GPS),LacCore_Mrph/LLO,LacCore_Mrph/LLO,core,,0,0.5,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Kivu,lake,MANGO,KIVU,4,A,4A,,MANGO-KIVU12-4A,zodiacs,20120110,56,Rwanda,Ouest,,Bob Hecky,-2.13311,29.27598,1463,exact (read from GPS),LacCore_Mrph/LLO,LacCore_Mrph/LLO,core,,0,1.25,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Kivu,lake,MANGO,KIVU,5,A,5A,,MANGO-KIVU12-5A,zodiacs,20120110,102,Rwanda,Ouest,,Bob Hecky,-2.11475,29.27442,1463,exact (read from GPS),LacCore_Mrph/LLO,LacCore_Mrph/LLO,core,,0,0.21,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Kivu,lake,MANGO,KIVU,6,A,6A,,MANGO-KIVU12-6A,zodiacs,20120111,38,Rwanda,Ouest,,Bob Hecky,-2.13727,29.27253,1463,exact (read from GPS),LacCore_Mrph/LLO,LacCore_Mrph/LLO,core,,0,0.48,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Kivu,lake,MANGO,KIVU,7,A,7A,,MANGO-KIVU12-7A,zodiacs,20120111,65,Rwanda,Ouest,,Bob Hecky,-2.13329,29.27648,1463,exact (read from GPS),LacCore_Mrph/LLO,LacCore_Mrph/LLO,core,,0,1.09,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
