Below are the match results. 
Matching SHRB to URI: "http://opencoredata.org/id/csdco/project/v1/SHRB"
Matching SHU to URI: "http://opencoredata.org/id/csdco/project/v1/SHU"
Matching SILV to URI: "http://opencoredata.org/id/csdco/project/v1/SILV"
Matching SLAOC to URI: "http://opencoredata.org/id/csdco/project/v1/SLAOC"
Matching SLH to URI: "http://opencoredata.org/id/csdco/project/v1/SLH"
Matching SLICE to URI: "http://opencoredata.org/id/csdco/project/v1/SLICE"
Matching SLR to URI: "http://opencoredata.org/id/csdco/project/v1/SLR"
Matching SLRE to URI: ""
Matching SMAST to URI: "http://opencoredata.org/id/csdco/project/v1/SMAST"
Matching SMC to URI: "http://opencoredata.org/id/csdco/project/v1/SMC"
Matching SMESA to URI: "http://opencoredata.org/id/csdco/project/v1/SMESA"
Matching SMN to URI: ""
Matching SO4 to URI: "http://opencoredata.org/id/csdco/project/v1/SO4"
Matching SODA to URI: "http://opencoredata.org/id/csdco/project/v1/SODA"
Matching SOG to URI: "http://opencoredata.org/id/csdco/project/v1/SOG"
Matching SP to URI: "http://opencoredata.org/id/csdco/project/v1/SP"
Matching SPA to URI: "http://opencoredata.org/id/csdco/project/v1/SPA"
Matching SPAM to URI: "http://opencoredata.org/id/csdco/project/v1/SPAM"
Matching SPCZ to URI: ""
Matching SQNP to URI: "http://opencoredata.org/id/csdco/project/v1/SQNP"
Matching SREU to URI: "http://opencoredata.org/id/csdco/project/v1/SREU"
Matching SSAL to URI: "http://opencoredata.org/id/csdco/project/v1/SSAL"
Matching STARS to URI: "http://opencoredata.org/id/csdco/project/v1/STARS"
Matching STD to URI: "http://opencoredata.org/id/csdco/project/v1/STD"
Matching STG to URI: "http://opencoredata.org/id/csdco/project/v1/STG"
Matching STL to URI: "http://opencoredata.org/id/csdco/project/v1/STL"
Matching STND to URI: "http://opencoredata.org/id/csdco/project/v1/STND"
Matching STT to URI: "http://opencoredata.org/id/csdco/project/v1/STT"
Matching STURK to URI: "http://opencoredata.org/id/csdco/project/v1/STURK"
Matching SUK to URI: "http://opencoredata.org/id/csdco/project/v1/SUK"
Matching SUPBAY to URI: "http://opencoredata.org/id/csdco/project/v1/SUPBAY"
Matching SVAL to URI: "http://opencoredata.org/id/csdco/project/v1/SVAL"
Matching SVC to URI: ""
Matching SWA to URI: "http://opencoredata.org/id/csdco/project/v1/SWA"
Matching SWAMP to URI: "http://opencoredata.org/id/csdco/project/v1/SWAMP"
Matching SWTP to URI: "http://opencoredata.org/id/csdco/project/v1/SWTP"
Matching SYR to URI: "http://opencoredata.org/id/csdco/project/v1/SYR"
Matching South to URI: ""
Matching Stansell to URI: ""
Matching TAC to URI: ""
Matching TAJ1 to URI: "http://opencoredata.org/id/csdco/project/v1/TAJ1"
Matching TAS to URI: "http://opencoredata.org/id/csdco/project/v1/TAS"
Matching TAS12 to URI: "http://opencoredata.org/id/csdco/project/v1/TAS12"
Matching TAUPO to URI: "http://opencoredata.org/id/csdco/project/v1/TAUPO"
Matching TCH to URI: "http://opencoredata.org/id/csdco/project/v1/TCH"
Matching TDF to URI: "http://opencoredata.org/id/csdco/project/v1/TDF"
Matching TDP to URI: "http://opencoredata.org/id/csdco/project/v1/TDP"
Matching TEMPLATE to URI: ""
Matching TERUEL to URI: "http://opencoredata.org/id/csdco/project/v1/TERUEL"
Matching TETON to URI: "http://opencoredata.org/id/csdco/project/v1/TETON"
Matching TFH to URI: "http://opencoredata.org/id/csdco/project/v1/TFH"
Matching THULE to URI: "http://opencoredata.org/id/csdco/project/v1/THULE"
Matching TLX to URI: "http://opencoredata.org/id/csdco/project/v1/TLX"
Matching TOPGUN to URI: "http://opencoredata.org/id/csdco/project/v1/TOPGUN"
Matching TRIP to URI: "http://opencoredata.org/id/csdco/project/v1/TRIP"
Matching TSARR to URI: "http://opencoredata.org/id/csdco/project/v1/TSARR"
Matching TURKANA to URI: "http://opencoredata.org/id/csdco/project/v1/TURKANA"
Matching TWIN to URI: ""
Matching Thumbs.db to URI: ""
Matching Tibet-Bird to URI: ""
Matching UARK to URI: "http://opencoredata.org/id/csdco/project/v1/UARK"
Matching UAURS to URI: "http://opencoredata.org/id/csdco/project/v1/UAURS"
Matching UBER to URI: "http://opencoredata.org/id/csdco/project/v1/UBER"
Matching UGANDA to URI: ""
Matching UMB to URI: "http://opencoredata.org/id/csdco/project/v1/UMB"
Matching UMS to URI: ""
Matching UNCC to URI: "http://opencoredata.org/id/csdco/project/v1/UNCC"
Matching UNITY to URI: "http://opencoredata.org/id/csdco/project/v1/UNITY"
Matching UP to URI: "http://opencoredata.org/id/csdco/project/v1/UP"
Matching UPRI to URI: "http://opencoredata.org/id/csdco/project/v1/UPRI"
Matching USC to URI: "http://opencoredata.org/id/csdco/project/v1/USC"
Matching UTWE to URI: "http://opencoredata.org/id/csdco/project/v1/UTWE"
Matching UWI to URI: "http://opencoredata.org/id/csdco/project/v1/UWI"
Matching UWRF to URI: "http://opencoredata.org/id/csdco/project/v1/UWRF"
Matching VAN to URI: "http://opencoredata.org/id/csdco/project/v1/VAN"
Matching VASTB to URI: "http://opencoredata.org/id/csdco/project/v1/VASTB"
Matching VASTC to URI: "http://opencoredata.org/id/csdco/project/v1/VASTC"
Matching VAULT to URI: "http://opencoredata.org/id/csdco/project/v1/VAULT"
Matching VBL to URI: ""
Matching VENZ to URI: "http://opencoredata.org/id/csdco/project/v1/VENZ"
Matching VERE to URI: ""
Matching VFH to URI: "http://opencoredata.org/id/csdco/project/v1/VFH"
Matching VICTORIA to URI: ""
Matching VNZ to URI: "http://opencoredata.org/id/csdco/project/v1/VNZ"
Matching VOGE to URI: "http://opencoredata.org/id/csdco/project/v1/VOGE"
Matching WAB to URI: "http://opencoredata.org/id/csdco/project/v1/WAB"
Matching WAK to URI: "http://opencoredata.org/id/csdco/project/v1/WAK"
Matching WAM to URI: "http://opencoredata.org/id/csdco/project/v1/WAM"
Matching WENCK to URI: "http://opencoredata.org/id/csdco/project/v1/WENCK"
Matching WHL to URI: "http://opencoredata.org/id/csdco/project/v1/WHL"
Matching WIDNR to URI: "http://opencoredata.org/id/csdco/project/v1/WIDNR"
Matching WIL07 to URI: "http://opencoredata.org/id/csdco/project/v1/WIL07"
Matching WILL08 to URI: "http://opencoredata.org/id/csdco/project/v1/WILL08"
Matching WILS to URI: "http://opencoredata.org/id/csdco/project/v1/WILS"
Matching WISP to URI: "http://opencoredata.org/id/csdco/project/v1/WISP"
Matching WITIL to URI: "http://opencoredata.org/id/csdco/project/v1/WITIL"
Matching WMO to URI: "http://opencoredata.org/id/csdco/project/v1/WMO"
Matching WRFP to URI: "http://opencoredata.org/id/csdco/project/v1/WRFP"
Matching WRP to URI: "http://opencoredata.org/id/csdco/project/v1/WRP"
Matching WULE to URI: "http://opencoredata.org/id/csdco/project/v1/WULE"
Matching WWG to URI: "http://opencoredata.org/id/csdco/project/v1/WWG"
Matching XING to URI: "http://opencoredata.org/id/csdco/project/v1/XING"
Matching XIT to URI: "http://opencoredata.org/id/csdco/project/v1/XIT"
Matching XRF to URI: ""
Matching XYZ to URI: ""
Matching YELLOWSTONE to URI: ""
Matching YEMEN to URI: "http://opencoredata.org/id/csdco/project/v1/YEMEN"
Matching YNP to URI: "http://opencoredata.org/id/csdco/project/v1/YNP"
Matching YUFL to URI: "http://opencoredata.org/id/csdco/project/v1/YUFL"
Matching YUKON to URI: "http://opencoredata.org/id/csdco/project/v1/YUKON"
Matching ZIP to URI: "http://opencoredata.org/id/csdco/project/v1/ZIP"
Matching Zanner to URI: ""
